category,name,description,detail_url
cultural,Medical Spanish & Language Justice (MSLJ),"The mission of the Medical Spanish & Language Justice Group (MSLJ) is to advance linguistic and cultural competency in medical education and clinical practice. Recognizing the significant Spanish-speaking patient population that we serve in LA County and nationwide, we aim to equip medical students with the skills needed to deliver high-quality, culturally responsive care. Through resources and support, we hope to empower students to enhance their medical Spanish fluency and deepen their understanding of Latino culture, working to reduce healthcare disparities caused by linguistic and cultural barriers. 

We aim through accomplish this through: Awareness: Increase understanding of the impact that linguistic and cultural barriers have on the quality of healthcare. Empowerment: Encourage medical students to enhance their medical Spanish vocabulary and conversational skills. Cultural Education: Increase understanding of Latino culture to foster cultural sensitivity and a more profound insight of the Latino patient experience.",https://community.ucla.edu/studentorg/6361
cultural,Middle Eastern Pre-Law Student Association (MELSA),"The Middle Eastern Pre-Law Student Association (MELSA) is an undergraduate Pre-Law society that aims to provide Middle Eastern students at UCLA with resources and opportunities that will benefit their careers in law. In addition to networking events, we will host pre-law workshops throughout the school year to demystify the legal field through panel discussions, advisory chats, and lectures. Our members will have access to a rapport of Middle Eastern-affiliated professional organizations in the area to utilize and benefit from.",https://community.ucla.edu/studentorg/5814
cultural,Mixed Berries,"The “Mixed Berries” is a casual social club, committed to making an inclusive space for students of mixed race(s) to bond with other students in a comfortable, welcoming way that strays away from a traditional, formal format. Rather than emphasize the differences that we may share, our aim is to bond over our diverse racial and ethnic backgrounds in a casual setting and to connect students with a strong social backing. From sport sampling to local outings, we aim to foster a community of social inclusion and identity bonding.",https://community.ucla.edu/studentorg/5541
cultural,Muslim Indian Student Organization,"The Muslim Indian Students Organization (MISO) is a space for all students at UCLA to learn about and celebrate the rich history and culture of Muslim communities in India. MISO provides a space for spiritual growth, community building, and cultural expression for the entire Bruin community.",https://community.ucla.edu/studentorg/6297
cultural,NAAMA NextGen; National Arab American Medical Association Next Gen,"The National Arab American Medical Association at UCLA is a pre-med organization that aims to connect, empower, and inspire Arab American healthcare students. We seek to empower undergraduate and graduate students to be active in healthcare advocacy, research, and community service through a shared Arab heritage. With medical professionals as role models, we can help to inspire and guide the career paths of our youth while giving back to our Arab-American community. We aspire to serve as a community of healthcare professionals (NAAMA) which uplifts each other and helps fulfill the population needs of Arab Americans. We aim to represent, empower, and advocate for all Arab American healthcare students.",https://community.ucla.edu/studentorg/5544
cultural,NASA (North African Students Association),"The North African Student Association aims to foster a welcoming community for the North African students and others interested in the culture and tradition. With endless support for our members, we strive to provide platforms for members to share cultural experiences and build strong connections and friendships. NASA is an inclusive place that promotes cultural identity and awareness as we collaborate with other cultural clubs to provide a fun and engaging community.",https://community.ucla.edu/studentorg/6113
cultural,Nashaa Hindi Film Dance,"Nashaa Hindi Film Dance is one of the premier Bollywood-Fusion dance teams in the country. Operated completely by students attending The University of California, Los Angeles, Nashaa is an expression of the intoxicating culture, joy, and exuberance that is indicative of the Bollywood genre. 

In addition to performing dazzling routines in front of sold out audiences across the nation, Nashaa is also the host of Jhoomti Shaam, the eldest and most prestigious Bollywood-Fusion dance competition in Southern California.",https://community.ucla.edu/studentorg/4018
cultural,Nigerian Students Association,The Nigerian Students Association is a student group at UCLA aimed at increasing the awareness of its members about the Nigerian culture and West Africa at large. We aim to provide a home away from home for our members and inform them of issues and current events the country is facing.,https://community.ucla.edu/studentorg/6149
cultural,Offbeat Sessions,"We're the sole street dance club on campus, offering open dance sessions for anyone who wishes to join. Committed to preserving street dance heritage and expanding its footprint at UCLA, we foster a welcoming environment for individuals at any stage of their journey, whether they're already involved in the culture or simply curious. Our mission is to pay homage to its legacy by immersing our members through cyphers, battles, and community events. Join us in learning more about the world of street dance through forms like hip-hop, house, popping, locking, breaking, wh(a)acking, and so many more!",https://community.ucla.edu/studentorg/5904
cultural,Organization for Cultural Diversity in Science,"The Organization for Cultural Diversity in Science (OCDS) is a student-run organization housed in the physical sciences. OCDS aims to foster a network of support for students belonging to diverse backgrounds. The organization plans and executes several events, including outreach, academic lectureships, professional development activities, and social events towards this goal.",https://community.ucla.edu/studentorg/6115
cultural,Oui Oui Baguette,"Oui Oui Baguette is a club that aims to foster cultural connections between American and French students, here at UCLA. The club's mission centers on celebrating all facets of French culture through a diverse array of activities, including linguistic immersion and collaborative French teaching sessions. Oui Oui Baguette also hosts movie nights, where members get the chance to watch French movies with English subtitles. Members not only learn more about France and its culture, but actively engage in language learning, fostering an environment where cultural exchange and new friendships flourish.",https://community.ucla.edu/studentorg/5795
cultural,Pacific Islanders for H.E.A.L.T.H.,"Pacific Islanders for H.E.A.L.T.H. aims to address the current health disparities faced by the Pacific Islanders communities in the greater Los Angeles area. These health disparities arise from an array of social determinants, which Pacific Islanders for H.E.A.L.T.H. will address through a holistic approach.",https://community.ucla.edu/studentorg/6238
cultural,Persian Community at Hillel (PCH),"The Persian Community at Hillel (PCH) was founded by students, for students, with the goal of cultivating a strong Persian Jewish community at UCLA where students can feel safe to embrace our Persian Jewish heritage. Our organization serves not only to provide a community for Persian Jews, but to welcome anyone and everyone to join us in unity to create strong bonds with all and to educate others on the vast history of our cultural and religious heritage.",https://community.ucla.edu/studentorg/5192
cultural,Persian Medical Society at UCLA,"The purpose of the Persian Medical Society is to provide a platform for individuals interested in Persian medicine to collaborate, share knowledge, and contribute to the advancement of medical understanding within the context of Persian culture and heritage.",https://community.ucla.edu/studentorg/5775
cultural,Persian Pre-Law Association,"The Persian Pre-Law Association (PPLA) aims to promote and support the academic and professional development of Persian students pursuing a career in law. PPLA seeks to provide resources, networking opportunities, and guidance for members interested in law school and legal careers, while fostering a sense of community and cultural pride among Persian pre-law students.",https://community.ucla.edu/studentorg/6065
cultural,Phi Lambda Rho Sorority Inc.,"As sisters of Phi Lambda Rho Sorority, we seek to promote the Chicanx/Latinx Culture. We are committed to academic excellence, giving back to our community, and developing life long friendships, bonds, and most importantly, a home away from home.",https://community.ucla.edu/studentorg/84
cultural,Pilipino Recruitment and Enrichment Program,"Pilipino Recruitment and Enrichment Program is a community service organization with a mission to equip our executive board and general members with a greater understanding of the importance of higher education, while fostering exploration of cultural identity. We seek to learn the needs of not only our own community but also on the needs of others. The culmination of these efforts are in hope that those involved with the organization will grow to be leaders and share their knowledge with those around them to empower and educate. We carry out these values through our main entities: Service with Intent to Empower (SITE) visits, Day in A Life (DIAL), Kababayan Pilipinx Weekend for Admits (KaPWA), and our Internship. 

Our vision for this upcoming year includes emphasizing growing our impact as a community service organization as well as our influence as a first-year pipeline into the wider Pilipinx community at UCLA. We aim to provide a space in which these new students are easily able to explore the resources available and foster friendships among themselves and other UCLA students.",https://community.ucla.edu/studentorg/143
cultural,Polish Bruins,"Polish Bruins is a club that creates a welcoming community for Polish students and those interested in Polish culture and language at UCLA. This club is a space to share cultural traditions and experiences, find friendships, and support students interested in and from Poland and Polish culture. This club will celebrate cultural traditions and Polish heritage.",https://community.ucla.edu/studentorg/6137
cultural,Punjabis at UCLA,"Punjabis at UCLA is a dynamic student organization that aims to create a closer linkage with Punjabi culture, heritage, and identity. From the rich traditions to the shared history of East and West Punjab, the club embodies its motto: ""Divided by Border, United by Culture."" More than festivities, it's a space for cultural exchange, dialogue, and community building. It will constantly work to create a comprehensive approach through which students can be acquainted with Punjabi culture through various initiatives, including cultural workshops, social events, and educational programs. Punjabis at UCLA welcomes people of all backgrounds to share this journey of discovery, honor the shared tradition, address issues, and forge strong relationships.",https://community.ucla.edu/studentorg/6346
cultural,Párrafo,"Párrafo is an art and literary magazine under the direction of the graduate students of the Department of Spanish and Portuguese of the University of California, Los Angeles. Párrafo publishes academic, literary, artistic texts and artistic productions that offer a critical perspective on the issue's theme. Párrafo targets the academic community —professors, graduate and undergraduate students, librarians, and related scholars and artists— associated with Departments of Spanish and Portuguese, Comparative Literature, Romance Languages, Latin American Studies, Chicano Studies, and related fields at universities, colleges and other academic institutions in the United States and abroad. In addition, Párrafo is intended for a readership connected to cultural institutions devoted to the Spanish and Portuguese speaking world, such as embassies, consulates, and foundations within and outside the United States. In essence, Párrafo is a magazine that allows academics and artists to explore topics in nuanced and creative ways.",https://community.ucla.edu/studentorg/4842
cultural,R.A.Í.C.E.S,"R.A.Í.C.E.S  will lean and be grounded on the exploration of our Ancestral connection to our modern identity, revisiting our ancestral past to influence our personal development and, most importantly, developing restorative tools that will align us back to our Raíces, thus Nurturing a Strong Foundation for Future Generations.

Our mission is to purposely provide a supportive community for mothers and their families impacted by the judicial system, offering resources and advocacy while mentoring and empowering young men to develop leadership skills, self-sufficiency, and community stewardship.

Vision: To create a campus-based network that promotes healing, resilience, and empowerment, helping mothers rebuild their lives and young men become community leaders.
Values: Inclusivity, justice, empowerment, resilience, mentorship, and community service.",https://community.ucla.edu/studentorg/6215
cultural,ROOT{D Dance Co.,"Established in 2019, ROOT[D is a project dance team with the aim to develop and showcase dancers within the UCLA/LA community. As the only South Asian dance team that encompasses a wide breadth of styles such as Kuthu and Hip-Hop, we focus on developing skills for the sake of growth, not competition. Through our dance styles and welcoming environment, we cultivate diversity and encourage our dancers to become comfortable with being uncomfortable.",https://community.ucla.edu/studentorg/4435
cultural,Russian-Speaking Student Association,"The Russian-Speaking Student Association (RSSA) at UCLA is dedicated to fostering a dynamic community that embraces the rich cultural and linguistic heritage of the Russian-speaking world, encompassing not only Russia but also the broader post-Soviet region. We host events that explore the diverse traditions of these nations, offering students the opportunity to engage in meaningful cultural exchange. Whether you're a native speaker or just beginning to learn, we welcome all UCLA students to join us in celebrating and practicing the language and cultures of this vibrant community.",https://community.ucla.edu/studentorg/4904
cultural,Rye International,"Rye International is a professional fellowship founded in 2018, dedicated to empowering the Chinese community through career development, social activities, and mentorship. The organization offers a dynamic range of career counseling events, including workshops, speaker series, and networking opportunities with industry leaders, helping members gain valuable insights and expand their professional networks. In addition to career-focused programming, Rye International fosters community and connection through social activities that encourage meaningful relationships and personal growth. Committed to uplifting and equipping the next generation of Chinese leaders, Rye International continues to inspire excellence and strengthen its global network.",https://community.ucla.edu/studentorg/6399
cultural,Saudi Arabian Student Association at UCLA,"The Saudi Arabian Student Association (SASA) at the university serves as a hub for cultural exchange, uniting students from Saudi Arabia to celebrate their heritage, supporting our members to excel, and fostering a sense of community while promoting a rich understanding of Saudi culture and traditions across campus.",https://community.ucla.edu/studentorg/4313
cultural,Save Cantonese at UCLA,"Mission and Vision Statement
Save Cantonese at UCLA is part of a larger international movement that sustains and celebrates Cantonese language and culture. Through grassroots advocacy, we protect and promote local language programs, while strengthening connections across the global Cantonese diaspora. We recognize and honor the long history of Cantonese people at UCLA and their contributions to our campus community as laborers, students, and educators. We ensure that present and emerging generations benefit from a vibrant, thriving Cantonese-speaking and learning community. We welcome people from all backgrounds and language abilities. 

Strategic Aims
1. Protect and strengthen educational and research infrastructure for Cantonese as a language at UCLA and beyond.
2. Affirm the value of Cantonese culture and identity at UCLA and in societies around the world.
3. Build a movement of Cantonese diasporic and language-learning communities to take collective action at UCLA.",https://community.ucla.edu/studentorg/5960
cultural,Shan^9 Chinese Dance Drama Society at UCLA,"SHAN9 Chinese Dance Drama Society is a student organization at UCLA
that conveys China's rich history and folk culture through dance drama composed of Chinese traditional and folk dances. Our performances string together a continuous and complete narrative that immerses audiences in specific regions, eras, and beliefs. Our artistic approaches are diverse, drawing inspiration from exquisite paintings, captivating books, legendary figures, or ancient myths. Through these various perspectives, we deeply explore and experience the essence of Chinese culture.",https://community.ucla.edu/studentorg/6013
cultural,Sigma Pi Sigma Psi Sorority,"Sigma Pi Sigma Psi Sorority intends to create an environment where students are united to launch their concern for the community. The Persian organization seeks to enhance the quality of life among the society: particularly, promoting the wellbeing and security of helpless women and children. Through public service, the organization presents opportunities for individuals to collaborate with each other and work towards making an impact in the community and contribute to its advancement towards a better and safer environment.",https://community.ucla.edu/studentorg/98
cultural,South Asian Women’s Forum,"Welcome to the South Asian Women’s Forum, where we meet to engage in meaningful conversations surrounding today’s political and social issues. SAWF aims to create a safe space for South Asian women and allies to share their opinions on current affairs. We believe that it is essential for members to build their voice and develop their critical thinking skills in order to better understand our constantly evolving world. Moreover, as South Asian women, our experiences and perspectives uniquely shape how we navigate this ever-changing landscape. Join us as we foster a community where diverse perspectives are heard and valued!",https://community.ucla.edu/studentorg/5911
cultural,Taara at UCLA,"Taara at UCLA is an award-winning, competitive Indian Classical dance team that combines various classical dance styles including, but not limited to Bharatanatyam, Kathak, Odissi, and Kuchipudi to create innovative routines that preserve the traditional beauty of classical dance and provide an explorative venue for modern-day storytelling. Founded in Fall 2013, Taara is comprised of a small group of driven UCLA students who are committed to the preservation of the classical arts and its relevance in future generations. In addition to our competitive team, we perform at various events throughout UCLA and in the Southern California region, including corporate, non-profit, and personal events.",https://community.ucla.edu/studentorg/6017
cultural,Taiwanese Student Association,"We are a student organization that focuses on gathering Taiwanese people and hosting events that are related to Taiwanese cultures and traditions. In addition, our goal is to let Taiwanese students have seamless integration into UCLA life regarding both cultures and academic aspects.",https://community.ucla.edu/studentorg/2413
cultural,TASA- Taiwanese American Student Association,Our mission is to spread Taiwanese awareness and culture through community involvement and to build and strengthen the Taiwanese American community on campus.,https://community.ucla.edu/studentorg/1616
cultural,The Peruvian Student Association (PSA) at UCLA,"The Peruvian Student Association (PSA) at UCLA is a comprehensive organization that embraces both academic and professional development, as well as cultural and social connections. Our primary goal is to create an inclusive environment where the Peruvian community can interact, share experiences, and foster meaningful relationships. At the same time, we actively engage with other students who are interested in Peru and its rich culture, continuously partnering with other cultural or business associations to broaden the reach of our organization.

The Peruvian Student Association at UCLA is one of many chapters worldwide, part of a network with more than 1,000 members across 30 universities in various countries. While our club is based at UCLA, we aim to connect with this global network and collaborate with other institutions that support the advancement of Peruvian culture.

At UCLA, our activities include social gatherings, culinary parties, cultural exhibitions, professional networking events, and academic workshops. We serve as a space for students to celebrate Peru’s heritage while promoting academic excellence and professional growth. Through these experiences, we foster a strong sense of community and pride among students who share a passion for Peru.",https://community.ucla.edu/studentorg/6132
cultural,The Scandinavian Club at UCLA,"The Scandinavian Club at UCLA promotes cultural exploration, linguistic exchange, and social interaction among members of the UCLA community with heritage or interest in the Scandinavian countries.",https://community.ucla.edu/studentorg/5640
cultural,Turkish Student Association at UCLA,"Turkish Student Association (TSA) aims to create a welcoming community for Turkish students and those interested in Turkish culture and language at UCLA. The club provides a platform to share cultural experiences, foster friendships, and offer support to students from or interested in Turkey and Turkish Culture. Our organization will host cultural gatherings and celebrate Turkish heritage and traditions. We strive to promote cultural understanding and academic collaboration among students of all backgrounds.",https://community.ucla.edu/studentorg/5801
cultural,UTeaLA,"UTeaLA is a student club devoted to the study and practice of the Japanese Tea Ceremony (“The Way of Tea” aka. “Chado”). Through classes, workshops, and public presentations we serve the UCLA student body and the broader LA community.",https://community.ucla.edu/studentorg/5185
cultural,Vietnamese Student Union at UCLA,"The Vietnamese Student Union (VSU), established in 1977, is the official voice of all Vietnamese students at UCLA through its advocacy for the educational, social, cultural, and political welfare of the Vietnamese community at large.",https://community.ucla.edu/studentorg/174
cultural,“brvino” Undergraduate Wine Club,"“brvino” Undergraduate Wine Club is created to deliver wine education to UCLA undergraduates and bring together interested students. We want to educate our members on the infinite diversity of the wine world including its most notable regions, production methods, history, and culture of wine around the world. For the students interested in careers in the wine world, we would like to create a community of like-minded individuals to facilitate discussion of the wine industry and seek opportunities together. Lastly, “brvino” Undergraduate Wine Club wants to have a positive impact on the drinking culture at the university, promote thoughtful, moderate, and epicurean approach to wine consumption, and discourage excessive and harmful drinking.",https://community.ucla.edu/studentorg/5674
dance,ACA All Day,"ACA All Day is a competitive dance team based at UCLA, composed of dancers who share a love for all styles of dance and performance. Our team fosters a family environment that emphasizes dedication, growth, and teamwork. Established in 1993, ACA All Day (previously known as ACA Hip-Hop) has gained recognition within the Southern California dance scene over the years. As an Open Style dance team, our members train in a variety of styles, including Hip-Hop, Isolations, Waacking/Whacking, House, Popping, Contemporary, and more. We have competed at competitions like Vibe, Ultimate Brawl, Prelude, and Bridge/Resurgence with original sets choreographed by our current team and alumni. The skills dancers acquire and the strong friendships they build have helped ACA evolve into a supportive network of both current members and alumni that extends beyond just dance. With foundations rooted in professionalism and love for one another, ACA aims to inspire and be inspired while continuing to strengthen our presence in the dance community. You can look us up on YouTube to see our past sets and follow our Instagram @acaallday to keep up with our content and updates. 

We are holding our midyear auditions on Monday, January 6th at 7 PM in Lot 7 P1 at UCLA. More information is available on our Instagram and Facebook! We hope to see you there :)",https://community.ucla.edu/studentorg/5159
dance,Ballet Company at UCLA,"The purpose of the Ballet Company at UCLA is to spread the art of ballet on campus by providing an inclusive community for those with any skill level of ballet. We provide opportunities for members to perform in showcases and display their passion for ballet. As a club we will help foster ballet technique, provide opportunities to take classes under guest ballet masters, as well as service/teaching opportunities.",https://community.ucla.edu/studentorg/4312
dance,Ballroom Dance Club and International Folk Dance Club at UCLA,"Established 1996/95, BDCIFDC hosts large-scale swing and salsa parties, featuring professional bands and numerous student dance/music performing groups to celebrate many countries and cultures. Members and guests learn a variety of social ballroom dance styles (swing, salsa, tango, waltz, cha cha cha, foxtrot, etc.), cultural dance styles (American, Greek, Armenian, Middle Eastern, Latin, Asian, and more), and vintage ballroom dance styles via weekly dance lessons. We foster a social dance community among students, alumni, faculty, and staff through affordable dance instruction and unique cultural celebrations.",https://community.ucla.edu/studentorg/5691
dance,Bruin Bhangra,"Bruin Bhangra is a cultural competitive Indian dance team. We perform a style of folk dance called Bhangra that originated in northwest India in the state of Punjab, celebrating the festival of harvest. This high energy, fun workout incorporates western hip hop influence in its traditional and modern mixed music. In addition to competing in competitions across the nation, we, as a committee, also host the largest Bhangra competition in North America every memorial day weekend, tagged ""The Super Bowl of Bhangra.""",https://community.ucla.edu/studentorg/2528
dance,Bruin Burlesque,"Bruin Burlesque is a supportive community centered around the sensual art of burlesque! This confidence building heels optional class will provide a judgement free zone for dancers to learn weekly choreographies and improvize moves to popular songs, while still receiving constructive criticism on technique. A typical class will also include across-the-floor exercises, warm-ups and stretching to provide the class conditioning practiced in traditional studios. Classes are open to all levels, heels optional, and are LGBTQ inclusive. Come feel empowered with Bruin Burlesque!",https://community.ucla.edu/studentorg/4316
dance,Bruin Irish Dance,Bruin Irish Dance brings Irish Dancing to UCLA for dancers of all levels in an inclusive and fun environment.,https://community.ucla.edu/studentorg/5600
dance,Bruinettes at UCLA,"The Elegant Bruinettes at UCLA is a danceline team created to highlight the African-American dance style derived from  Historically Black Colleges & Universities (HBCUs). The team is an inclusive space for Black students to find a way to represent themselves on campus and to express their love of dance in the stands and on the field during official UCLA basketball and football games. It is a place for self-expression, self-love, and community.The Elegant Bruinettes at UCLA is a danceline team created to highlight the African-American dance style derived from Historically Black Colleges & Universities (HBCUs). The team is an inclusive space for Black students to find a way to represent themselves on campus and to express their love of dance in the stands and on the field during official UCLA basketball and football games. It is a place for self-expression, self-love, and community.",https://community.ucla.edu/studentorg/5256
dance,Chinese Cultural Dance Club at UCLA,"CCDC is a non-profit, student-run organization that offers dance classes to all interested UCLA students. We aim to teach members to perceive and appreciate Chinese culture through an understanding of the history, culture and diversity of Chinese folk and contemporary dance. Our annual production, Lotus Steps, held at Schoenberg Hall, showcases the richness of this Chinese performing art to UCLA and the greater Los Angeles community.",https://community.ucla.edu/studentorg/220
dance,Dancesport Club at UCLA,"The Dancesport Club at UCLA is hence established to serve as an organization that
(1) Promotes and provides instruction to members on competitive ballroom dance styles including but not limited to:
	International Ballroom: Waltz, Tango, Viennese Waltz, Foxtrot, Quickstep
	International Latin: Cha-Cha, Samba, Rumba, Paso Doble, Jive
(2) Introduces and encourages members to partake in competitive ballroom dance events.
(3) Establish, develop, cultivate, and maintain an active dancesport (competitive ballroom) community at UCLA.

We'll be operating in-person again this coming fall in the John Wooden Center. Here is our Linktree if you are interested in filling out a form: https://linktr.ee/dancesportucla",https://community.ucla.edu/studentorg/2892
dance,Dancing Social Workers (DSW),"We are a group of graduate students seeking to provide a safe, collective, cultural, and expressive space through encouraging somatic modality and exploring social activism via dance.",https://community.ucla.edu/studentorg/6372
dance,Expressive Movement Initiative (EMI),"The Expressive Movement Initiative (EMI) is an organization that aims to introduce children with developmental disabilities to the art of creative movement through weekly dance classes. The first division of EMI is a successful program at the University of Oklahoma that has enabled the children of the program to significantly improve across a spectrum of social, emotional, and physical domains. To bring this organization to UCLA, we will utilize the assistance of the founder, who is now an LA resident, as well as a team of undergraduate volunteers who will foster a personal, one-on-one teaching and mentoring relationship with each of the children. At the end of the academic year, we will hold an annual performance to showcase the growth of the students for their family and friends.",https://community.ucla.edu/studentorg/4072
dance,Foundations Choreography,"Foundations Choreography was founded in 2014 to address a gap observed by our founders in UCLA’s dance community. The dance community was primarily dominated by competitive teams, and there wasn’t a space for beginner and intermediate dancers. Initially, the organization focused on hosting workshops and teaching fundamental hip-hop choreography to interested students. Then, the organization expanded to include beginner/intermediate training teams, allowing anyone interested in dance to grow, train, and challenge themselves in a safe space. This soon led to the introduction of Wintensive, an annual event where professional choreographers come to teach the UCLA community for free, fostering greater cultural and dance awareness. Now, the organization has quarterly training teams and celebrates their achievements during our quarterly showcases. We also host workshops every quarter to continue to inspire and educate more dancers with various cultural dances and techniques.",https://community.ucla.edu/studentorg/6316
dance,Giddhe Diyan Raniyan,"Giddhe Diyan Raniyan is an Indian dance team that performs a style of dance called Punjabi giddha. Our purpose is to foster a community of amateur level dancers who are interested in learning a new dance style, meeting new people, and connecting with the Punjabi culture.",https://community.ucla.edu/studentorg/3694
dance,Grupo Folklórico de UCLA,"Established in 1966, Grupo Folklórico de UCLA remains committed to the celebration of Mexican heritage through regional music and traditional dances. Our goals are to create positive Latino/a/x role models, promote cultural awareness throughout the campus community, and encourage the youth of Los Angeles to celebrate their cultural roots and to continue on to institutions of higher learning, like UCLA. No experience is necessary to join our group!",https://community.ucla.edu/studentorg/413
dance,Historical Ballroom Dance Club at UCLA,"Established in 1997, HBDC has hosted over 175 Saturday night free admission costumed-themed dances with beginner lessons. We introduce members and guests to a variety of historical ballroom dance styles via weekly beginner-friendly dance lessons and special events at UCLA Kerckhoff Hall Grand Salon and UCLA Ackerman Grand Ballroom. Events include live music and guest speakers and performers. Period costumes are welcome. HBDC celebrates famous authors/books, historical periods, and movies. Dance styles include 1920s, English Regency (Jane Austen era), Victorian, Renaissance, Ragtime, Baroque, Early California, swing dance styles from the 1930s/40s/50s, and more.",https://community.ucla.edu/studentorg/5813
dance,Icarus Contemporary Dance Company,"Icarus Contemporary Dance Company is a versatile, technical, creative family of dancers united by a common desire to continue collaborating, learning, and creating during our undergraduate experience. We pride ourselves on pushing the boundaries of individual creativity, while also acting as one cohesive unit. Through performances such as Spring Sing, UCLA Basketball halftime, and our spring showcase, SOL, as well as concept videos, we are able to share our passion for storytelling through choreography.

Prior dance training and experience is required to audition. Typically, members have been trained on an intermediate/advanced level for several years before coming to UCLA.",https://community.ucla.edu/studentorg/1268
dance,Jade Lotus Lion Dance at UCLA,A student led lion dance troupe that educates on and appreciates the art of Vietnamese-Chinese lion dance through performances at UCLA and throughout the greater Los Angeles area.,https://community.ucla.edu/studentorg/6025
dance,KBM Dance,KBM Dance is a K-pop dance cover team at UCLA founded in September 2016. We're a group of UCLA Students who wish to share our love for K-pop and Korean hip-hop dance culture through their dance covers on YouTube.,https://community.ucla.edu/studentorg/3223
dance,Koreos,"Beginning production in December 2014, Koreos is a UCLA-based K-Pop dance cover team made up of members who each bring their own diverse and unique flavors. Koreos values teamwork, growth, and professionalism to create dance covers, participate in competitions, and connect with the broader K-Pop community.",https://community.ucla.edu/studentorg/5229
dance,LA Bruins Dance,"LA Bruins Dance is a vibrant and inclusive dance team at UCLA, dedicated to promoting creativity, teamwork, and excellence in dance. We welcome dancers of all skill levels and backgrounds, providing a platform to explore a wide range of styles. Through workshops, social events, and performances, LA Bruins Dance empowers every dancer to unlock their full potential. Our mission is to inspire a passion for dance and build a community where creativity, growth, and collaboration thrive. Whether you're an accomplished dancer or ready to embark on a new dance journey, LA Bruins Dance is the place for you.",https://community.ucla.edu/studentorg/6159
dance,ModernX,"ModernX, formerly known as CSSA Modern, is established by a group of Chinese students with a shared passion for modern dance. Our purpose is to provide a community for Chinese students as well as students of other backgrounds to pursue their passion in modern dance. We explore, grow and challenge ourselves in the choreography of modern dancing. We also promote and provide instructions in modern dancing, including Jazz and Hip Hop, to interested students of different levels via lessons and workshops. We strive to establish and maintain an active community that welcomes all students, especially Chinese students, at UCLA.",https://community.ucla.edu/studentorg/3244
dance,Nashaa Hindi Film Dance,"Nashaa Hindi Film Dance is one of the premier Bollywood-Fusion dance teams in the country. Operated completely by students attending The University of California, Los Angeles, Nashaa is an expression of the intoxicating culture, joy, and exuberance that is indicative of the Bollywood genre. 

In addition to performing dazzling routines in front of sold out audiences across the nation, Nashaa is also the host of Jhoomti Shaam, the eldest and most prestigious Bollywood-Fusion dance competition in Southern California.",https://community.ucla.edu/studentorg/4018
dance,NSU Modern,"NSU Modern is one of UCLA's premiere competitive dance teams and is home to some of the university's most versatile and talented dancers. Comprised of multi-ethnic Bruins from various dance backgrounds, NSU Modern performs a variety of dance styles at competitions and performances every quarter. NSU Modern prides itself in bringing together individuals who share the same passion for dance, creativity, and performance.",https://community.ucla.edu/studentorg/6021
dance,Offbeat Sessions,"We're the sole street dance club on campus, offering open dance sessions for anyone who wishes to join. Committed to preserving street dance heritage and expanding its footprint at UCLA, we foster a welcoming environment for individuals at any stage of their journey, whether they're already involved in the culture or simply curious. Our mission is to pay homage to its legacy by immersing our members through cyphers, battles, and community events. Join us in learning more about the world of street dance through forms like hip-hop, house, popping, locking, breaking, wh(a)acking, and so many more!",https://community.ucla.edu/studentorg/5904
dance,PROJECTED,"PROJECTED is a UCLA-based project team composed of various UCLA dance alumni from both competition teams and freestyle spaces, intended for intermediate to advanced dancers.",https://community.ucla.edu/studentorg/6064
dance,Ritmo Vivo: Latin Dance Team at UCLA,"The Latin Dance Performance Team at UCLA. We are a community creating, teaching, and performing Latin dance (salsa, bachata, and more). Our mission is to foster a collaborative environment in which any person of any dance level can be built up to be performance level. 

We are artists proudly sharing the bonds and love we have through the rhythms of Latin America.",https://community.ucla.edu/studentorg/6397
dance,ROOT{D Dance Co.,"Established in 2019, ROOT[D is a project dance team with the aim to develop and showcase dancers within the UCLA/LA community. As the only South Asian dance team that encompasses a wide breadth of styles such as Kuthu and Hip-Hop, we focus on developing skills for the sake of growth, not competition. Through our dance styles and welcoming environment, we cultivate diversity and encourage our dancers to become comfortable with being uncomfortable.",https://community.ucla.edu/studentorg/4435
dance,Salsa Society at UCLA,"We are a community for dancing and learning salsa, bachata, and other forms of social dance.",https://community.ucla.edu/studentorg/5878
dance,Samahang Modern,"Hello! We are Samahang Modern! Founded in 1986 for the annual Samahang Pilipino Cultural Night, Samahang Modern is UCLA’s first established competitive dance team. 

Our focus at Samahang Modern is Open Style and Hip-Hop inspired choreography. Each year, we participate in dance competitions like Prelude Norcal, Ultimate Brawl, and Battle Royale, showcasing our original student-choreographed sets. Our training also encompasses street style fundamentals including Hip-Hop, House, and Popping.

Our team comprises talented students who successfully balance academics and creative pursuits. With the four pillars of dance, professionalism, family, and cultural roots, we foster an inclusive environment that cultivates a love for dance and a strong sense of community. We invite dancers from diverse backgrounds to join us on this exciting journey as we create memorable experiences and embrace ""The Good Life"" together.

Thank you for your interest in Samahang Modern. We look forward to seeing you at auditions in the fall! Details to come on our instagram @samahangmodern.",https://community.ucla.edu/studentorg/5049
